"","ID","Release_number","interview_id","State","Family_comp_change","Year","head_age","head_sex","wife_age","num_child","age_youngest_child","family_identifier","head_marital_status","hd_employ_status","hd_occ","hd_ind","hd_hrs_work_per_week","hd_wtr_unemployed","wtr_wf","wf_occ","wf_ind","wf_wtr_unemployed","hd_housework_hrs","wf_housework_hrs","hd_wage","wf_wage","hd_health","hd_weight","hd_height","wf_health","wf_weight","wf_height","wf_race","wf_wtr_hs","wf_wtr_college","wf_highest_yr_complete","wf_religion","hd_race","hd_wtr_hs","hd_wtr_college","hd_highest_yr_complete","hd_religion","hd_change_in_marital_status","hd_edu","wf_edu"
"7753",7753,6,5068,13,2,2001,32,1,0,0,0,2012,4,1,282,587,0,5,2,0,0,0,0,1,56000,0,1,180,0,0,0,0,0,0,0,0,0,1,1,1,1,8,3,13,0
"7754",7754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7755",7755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7756",7756,6,734,5,0,2001,37,1,34,2,5,2012,1,1,233,179,0,5,1,233,69,5,6,6,83500,83100,1,160,10,1,115,5,1,1,1,2,8,1,1,5,0,8,1,12,14
"7757",7757,6,1232,14,1,2001,31,1,29,2,1,2012,1,1,65,838,0,5,1,0,0,0,21,10,96000,0,1,140,8,1,130,4,1,1,1,0,8,1,1,1,4,8,1,16,99
"7758",7758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7759",7759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7760",7760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7761",7761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7762",7762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7763",7763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7764",7764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7765",7765,6,2101,24,0,2001,71,1,73,0,0,2016,1,4,801,17,0,5,1,0,0,0,35,2,0,0,4,999,8,4,138,8,1,1,1,5,1,1,1,5,0,1,1,12,17
"7766",7766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7767",7767,6,4473,13,0,2001,48,2,0,0,0,2016,2,1,195,858,0,5,3,0,0,0,0,6,30000,0,1,110,2,0,0,0,0,0,0,0,0,1,1,1,5,8,2,17,0
"7768",7768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7769",7769,6,5666,12,0,2001,46,1,0,0,0,2016,2,1,441,259,0,5,2,0,0,0,0,10,52500,0,3,182,7,0,0,0,0,0,0,0,0,1,1,1,2,0,2,14,0
"7770",7770,6,4758,21,1,2001,38,2,0,2,9,2016,4,1,372,858,40,5,3,0,0,0,0,2,17000,0,3,120,2,0,0,0,0,0,0,0,0,1,1,5,0,8,2,12,0
"7771",7771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7772",7772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7773",7773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7774",7774,6,3629,13,0,2001,52,1,48,1,15,2016,1,1,621,197,0,5,1,0,0,0,18,10,33000,12500,3,175,6,3,190,2,1,1,1,4,8,1,1,1,1,8,1,13,16
"7775",7775,6,2102,13,0,2001,70,1,68,0,0,2016,1,4,0,0,0,0,1,0,0,0,50,15,0,3900,3,210,6,3,190,4,1,1,5,0,8,1,3,5,0,8,1,10,12
"7776",7776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7777",7777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7778",7778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7779",7779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7780",7780,6,971,21,1,2001,57,1,56,0,0,2017,1,4,0,0,0,0,1,0,0,0,35,10,0,2200,5,130,11,2,250,10,1,2,5,0,8,1,3,5,0,1,1,9,10
"7781",7781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7782",7782,6,3426,21,1,2001,37,1,39,3,1,2017,1,1,614,68,0,5,1,950,887,5,50,0,30000,2000,3,210,0,3,145,0,1,1,5,0,8,1,2,5,0,8,1,10,12
"7783",7783,6,2988,21,0,2001,33,1,36,0,0,2017,1,1,482,697,0,5,1,372,937,5,20,20,26000,24000,3,270,0,2,239,5,1,1,5,0,8,1,1,5,0,1,1,12,12
"7784",7784,6,4123,21,5,2001,31,1,30,0,0,2017,1,1,284,639,0,5,1,364,828,5,20,20,33083,23000,2,260,2,2,225,6,1,1,1,3,8,1,1,1,1,8,8,13,15
"7785",7785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7786",7786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7787",7787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7788",7788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7789",7789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7790",7790,6,2419,32,0,2001,66,1,57,0,0,2019,1,4,0,0,0,0,1,0,0,0,10,16,0,0,2,155,8,3,150,6,1,1,5,0,8,1,2,5,0,1,1,11,12
"7791",7791,6,3755,6,0,2001,63,2,0,0,0,2019,4,1,914,857,0,5,3,0,0,0,0,14,12266,0,3,195,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,13,0
"7792",7792,6,4472,6,0,2001,41,2,0,1,15,2019,4,1,952,857,0,1,3,0,0,0,0,25,8500,0,3,140,1,0,0,0,0,0,0,0,0,1,1,1,1,1,2,13,0
"7793",7793,6,5603,6,2,2001,40,1,0,0,0,2019,4,1,14,228,0,5,2,0,0,0,0,20,62000,0,3,170,8,0,0,0,0,0,0,0,0,1,1,1,2,1,3,14,0
"7794",7794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7795",7795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7796",7796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7797",7797,6,5488,6,2,2001,40,1,38,0,0,2019,1,1,962,927,0,5,1,962,927,5,998,998,65000,55000,1,200,0,1,145,8,1,1,1,3,8,1,1,1,2,1,5,14,15
"7798",7798,6,6565,6,3,2001,39,2,0,1,4,2019,4,1,375,357,0,5,3,0,0,0,0,10,34000,0,1,160,6,0,0,0,0,0,0,0,0,1,1,1,0,1,3,99,0
"7799",7799,6,2418,6,0,2001,44,1,35,0,0,2019,2,1,601,69,0,5,1,372,228,5,20,15,23000,33500,2,170,2,2,250,5,1,9,9,0,99,2,3,5,0,1,1,11,99
"7800",7800,6,2417,6,0,2001,31,1,31,0,0,2019,1,5,0,0,0,0,1,202,707,5,30,40,30000,29000,4,178,9,4,189,3,1,1,1,1,1,1,1,1,1,1,1,13,13
"7801",7801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7802",7802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7803",7803,6,1718,31,0,2001,47,1,47,2,12,2022,1,1,215,917,0,5,1,215,917,5,15,10,75000,60000,2,160,1,2,125,9,1,1,1,4,8,1,1,1,4,8,1,16,16
"7804",7804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7805",7805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7806",7806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7807",7807,6,1960,43,0,2001,48,1,51,0,0,2022,1,1,245,739,0,5,1,5,739,5,15,5,0,0,1,153,6,1,143,5,1,1,1,5,99,1,1,1,5,8,1,17,17
"7808",7808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7809",7809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7810",7810,6,1909,11,0,2001,54,2,0,0,0,2023,4,1,4,739,40,1,3,0,0,0,0,15,30000,0,1,130,3,0,0,0,0,0,0,0,0,1,1,1,4,8,2,16,0
"7811",7811,6,2249,20,0,2001,32,2,0,0,0,2023,2,1,91,739,0,5,3,0,0,0,0,15,63586,0,2,140,8,0,0,0,0,0,0,0,0,1,1,1,4,8,2,16,0
"7812",7812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7813",7813,6,4713,3,0,2001,56,1,0,0,0,2026,4,4,0,0,0,0,2,0,0,0,0,15,0,0,3,250,3,0,0,0,0,0,0,0,0,1,2,1,0,0,2,10,0
"7814",7814,6,4846,3,1,2001,33,1,25,1,2,2026,1,1,962,219,0,5,1,310,628,5,30,10,32000,5500,3,250,1,1,275,11,1,9,1,2,1,1,3,5,0,8,1,8,14
"7815",7815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7816",7816,6,4996,4,0,2001,56,1,52,0,0,2028,1,4,0,0,0,0,1,372,857,5,0,8,0,53000,2,180,10,1,135,3,2,1,5,0,8,2,1,5,0,1,1,12,12
"7817",7817,6,385,4,0,2001,32,2,0,1,8,2028,4,1,262,838,0,5,3,0,0,0,0,5,38000,0,1,140,3,0,0,0,0,0,0,0,0,7,1,1,2,1,2,14,0
"7818",7818,6,625,4,1,2001,27,1,25,1,1,2028,1,1,962,857,0,5,1,372,858,5,15,10,30000,30000,1,185,0,1,150,6,5,1,1,2,1,5,1,1,1,1,1,13,14
"7819",7819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7820",7820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7821",7821,6,4427,48,0,2001,80,1,78,0,0,2030,1,4,0,0,0,0,1,0,0,0,6,0,0,0,5,200,9,4,160,1,1,1,1,2,8,1,1,1,4,8,1,16,14
"7822",7822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7823",7823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7824",7824,6,5524,48,1,2001,49,2,0,1,17,2030,4,1,926,838,0,5,3,0,0,0,0,7,58000,0,1,118,0,0,0,0,0,0,0,0,0,1,1,1,5,8,2,17,0
"7825",7825,6,4130,48,0,2001,49,1,44,1,6,2030,1,1,321,69,0,5,1,183,667,5,20,3,54100,8194,2,160,7,3,998,4,1,1,1,3,8,1,1,1,2,8,1,14,15
"7826",7826,6,5328,27,0,2001,46,1,45,2,15,2030,1,1,245,809,60,1,1,75,828,5,14,5,95000,30000,2,180,9,2,136,6,1,1,1,4,8,1,1,1,5,8,1,17,16
"7827",7827,6,6447,48,8,2001,31,2,0,0,0,2030,2,3,0,0,0,0,3,0,0,0,0,5,20000,0,2,125,5,0,0,0,0,0,0,0,0,1,9,1,3,8,8,15,0
"7828",7828,6,1765,42,0,2001,26,1,0,0,0,2030,2,1,301,707,40,1,2,0,0,0,0,20,28000,0,1,200,0,0,0,0,0,0,0,0,0,1,1,1,4,8,2,16,0
"7829",7829,6,4886,48,0,2001,23,1,0,0,0,2030,2,1,706,168,0,5,2,0,0,0,0,2,34000,0,2,170,11,0,0,0,0,0,0,0,0,1,1,5,0,1,2,12,0
"7830",7830,6,4336,48,0,2001,21,2,0,0,0,2030,2,1,925,839,30,1,3,0,0,0,0,1,11000,0,1,115,3,0,0,0,0,0,0,0,0,1,1,5,0,1,2,12,0
"7831",7831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7832",7832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7833",7833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7834",7834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7835",7835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7836",7836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7837",7837,6,6463,48,0,2001,52,1,48,2,10,2030,1,1,245,179,0,5,1,0,0,0,20,5,252854,2000,2,175,8,1,147,3,1,1,1,4,8,1,1,1,3,0,1,15,16
"7838",7838,6,7409,48,2,2001,49,1,0,0,0,2030,4,1,31,849,0,5,2,0,0,0,0,4,75000,0,2,180,11,0,0,0,0,0,0,0,0,9,1,1,5,8,3,17,0
"7839",7839,6,6501,48,0,2001,51,1,52,0,0,2030,1,1,212,838,0,5,1,80,838,5,10,4,60000,45000,2,190,9,2,122,2,1,1,1,4,8,1,1,1,5,8,1,17,16
"7840",7840,6,4987,48,4,2001,43,1,43,2,11,2030,4,1,481,279,0,5,1,510,69,1,14,999,48000,9999999,2,117,6,9,999,99,9,0,0,0,99,9,1,9,0,99,5,99,99
"7841",7841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7842",7842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7843",7843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7844",7844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7845",7845,6,304,24,0,2001,63,1,62,0,0,2032,1,4,0,0,0,0,1,0,0,0,15,1,0,0,3,202,0,3,140,4,1,2,5,0,8,1,3,5,0,0,1,8,10
"7846",7846,6,4815,24,0,2001,44,1,40,2,17,2032,1,1,822,17,0,5,1,822,17,5,30,0,15392,15184,2,170,8,3,150,4,1,3,5,0,1,1,1,5,0,8,1,12,10
"7847",7847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7848",7848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7849",7849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7850",7850,6,4816,41,1,2001,24,2,0,0,0,2032,4,8,0,0,0,0,3,0,0,0,0,40,0,0,3,95,11,0,0,0,0,0,0,0,0,1,2,5,0,8,2,10,0
"7851",7851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7852",7852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7853",7853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7854",7854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7855",7855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7856",7856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7857",7857,6,6148,16,1,2001,42,2,0,2,11,2032,5,1,230,669,0,5,3,0,0,0,0,10,19000,0,3,189,4,0,0,0,0,0,0,0,0,1,1,5,0,8,2,12,0
"7858",7858,6,497,41,0,2001,38,2,0,2,3,2032,4,1,602,178,0,5,3,0,0,0,0,20,18000,0,2,150,5,0,0,0,0,0,0,0,0,1,2,5,0,8,2,10,0
"7859",7859,6,2091,24,2,2001,26,1,0,2,5,2032,4,1,751,69,40,5,2,0,0,0,0,15,24400,0,2,140,5,0,0,0,0,0,0,0,0,1,1,5,0,8,3,12,0
"7860",7860,6,6652,16,6,2001,23,1,21,0,0,2032,1,1,471,427,50,5,1,0,0,0,20,5,22500,20000,3,200,8,2,140,8,1,1,1,1,8,1,1,5,0,8,8,12,13
"7861",7861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7862",7862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7863",7863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7864",7864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
