"","ID","Release_number","interview_id","State","Family_comp_change","hd_wage","wf_wage","family_identifier","head_age","head_sex","wife_age","num_child","age_youngest_child","head_marital_status","hd_employ_status","hd_occ","hd_ind","hd_wtr_unemployed","hd_hrs_work_per_week","wtr_wf","wf_occ","wf_ind","wf_wtr_unemployed","wf_housework_hrs","hd_housework_hrs","hd_health","hd_weight","wf_health","wf_weight","wf_race","wf_wtr_hs","wf_wtr_college","wf_highest_yr_complete","wf_religion","hd_race","hd_wtr_hs","hd_wtr_college","hd_highest_yr_complete","hd_religion","hd_edu","wf_edu","hd_change_in_marital_status"
"10186",10186,3,186,29,0,0,15300,2574,52,1,32,1,6,1,6,0,0,0,0,1,80,838,5,12,3,5,160,3,110,1,1,1,2,4,1,1,1,1,1,6,6,1
"10187",10187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10188",10188,3,3591,37,0,22000,0,2576,58,1,58,0,0,1,3,0,0,0,0,1,0,0,0,20,5,2,165,2,175,1,1,5,0,1,1,1,5,0,1,4,4,1
"10189",10189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10190",10190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10191",10191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10192",10192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10193",10193,3,719,37,0,17700,850,2576,37,1,31,4,1,1,1,144,857,5,50,1,80,848,5,56,2,2,150,3,110,1,1,1,4,1,1,1,1,5,1,7,7,1
"10194",10194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10195",10195,3,3592,37,0,28000,15000,2577,51,1,48,0,0,1,1,692,208,5,44,1,364,838,5,15,10,3,195,3,150,1,1,5,0,1,1,1,5,0,1,5,5,1
"10196",10196,3,4591,37,0,13500,0,2577,27,1,0,0,0,2,1,925,838,5,40,2,0,0,0,0,7,1,160,0,0,0,0,0,0,0,1,1,1,1,1,6,0,2
"10197",10197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10198",10198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10199",10199,3,3596,37,0,0,0,2578,68,1,65,0,0,1,4,0,0,0,0,1,0,0,0,40,20,3,168,2,120,1,1,5,0,1,1,1,1,5,1,8,4,1
"10200",10200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10201",10201,3,3690,38,0,33000,0,2578,35,1,0,0,0,4,1,1,717,5,40,2,0,0,0,0,7,1,150,0,0,0,0,0,0,0,1,1,1,5,1,7,0,2
"10202",10202,3,4119,37,0,38500,0,2578,31,1,0,0,0,4,1,4,467,5,40,2,0,0,0,0,10,1,148,0,0,0,0,0,0,0,1,1,1,5,1,7,0,2
"10203",10203,3,4285,37,2,1300,0,2578,31,1,0,1,12,5,3,0,0,0,0,2,0,0,0,0,20,3,160,0,0,0,0,0,0,0,1,1,1,1,1,6,0,3
"10204",10204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10205",10205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10206",10206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10207",10207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10208",10208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10209",10209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10210",10210,3,4316,37,0,15000,12000,2579,39,1,39,3,9,1,1,470,69,5,40,1,926,838,5,24,10,1,145,2,157,1,1,5,0,1,1,1,1,1,1,6,5,1
"10211",10211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10212",10212,3,4128,37,0,33190,938,2580,53,1,49,1,10,1,1,331,907,5,44,1,0,0,0,40,0,3,245,4,145,1,1,5,0,1,1,1,5,0,1,4,4,1
"10213",10213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10214",10214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10215",10215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10216",10216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10217",10217,3,5079,37,0,30000,10000,2581,31,1,31,2,5,1,1,715,417,5,43,1,926,839,5,35,20,2,220,4,140,1,1,1,2,1,1,1,5,0,9,4,6,1
"10218",10218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10219",10219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10220",10220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10221",10221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10222",10222,3,2021,2,0,0,0,2583,71,2,0,0,0,4,4,0,0,0,0,3,0,0,0,0,10,4,220,0,0,0,0,0,0,0,1,1,5,0,1,5,0,2
"10223",10223,3,2688,1,0,19500,0,2586,56,1,58,0,0,1,1,64,677,5,35,1,0,0,0,50,0,2,205,3,145,1,1,1,4,9,1,1,1,5,9,8,7,1
"10224",10224,3,2644,1,0,25000,0,2586,32,2,0,0,0,2,1,56,907,5,40,3,0,0,0,0,4,2,163,0,0,0,0,0,0,0,1,1,1,4,9,7,0,2
"10225",10225,3,5963,1,0,40000,0,2586,34,1,30,2,2,1,1,245,709,5,50,1,0,0,0,30,2,1,220,1,155,1,1,5,0,9,1,1,1,4,9,7,5,1
"10226",10226,3,5400,1,0,18000,22000,2586,30,1,28,0,0,1,1,245,587,5,50,1,75,838,5,14,0,2,170,2,130,1,1,1,4,99,1,1,1,1,99,6,7,1
"10227",10227,3,5121,1,1,2138,0,2586,24,1,26,2,1,1,7,0,0,0,0,1,0,0,0,32,1,1,200,1,170,1,1,1,4,9,1,1,1,4,9,7,7,1
"10228",10228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10229",10229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10230",10230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10231",10231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10232",10232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10233",10233,3,2401,1,0,0,0,2587,68,2,0,1,13,3,4,0,0,0,0,3,0,0,0,0,20,2,200,0,0,0,0,0,0,0,2,3,5,0,3,2,0,2
"10234",10234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10235",10235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10236",10236,3,6643,1,0,13000,9000,2587,37,1,36,1,17,1,1,412,68,5,40,1,912,669,5,20,2,2,260,2,220,2,1,5,0,3,2,1,5,0,0,5,4,1
"10237",10237,3,5401,1,0,19500,18500,2587,33,1,27,2,2,1,1,282,568,5,40,1,372,917,5,15,2,2,205,2,135,2,1,5,0,3,2,1,1,1,3,6,5,1
"10238",10238,3,6266,1,1,11695,3500,2587,32,1,27,2,1,1,1,903,838,5,40,1,305,759,5,15,4,2,175,3,145,2,1,5,0,3,2,1,5,0,3,4,5,1
"10239",10239,3,1233,1,0,3907,0,2588,71,2,0,0,0,3,4,0,0,0,0,3,0,0,0,0,38,2,165,0,0,0,0,0,0,0,2,3,5,0,3,3,0,2
"10240",10240,3,6267,1,0,31000,15797,2589,45,1,50,0,0,1,1,56,697,5,60,1,395,339,5,12,4,2,218,2,140,1,1,5,0,3,1,1,1,2,3,6,4,1
"10241",10241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10242",10242,3,4963,1,0,25785,4475,2589,29,1,27,0,0,1,1,225,647,5,40,1,0,0,0,15,0,1,165,1,130,1,1,1,2,3,1,1,1,4,3,7,6,1
"10243",10243,3,2189,34,0,6200,0,2590,67,1,62,0,0,1,4,270,718,5,20,1,0,0,0,40,2,2,205,2,135,1,1,1,0,3,1,1,1,2,3,6,4,1
"10244",10244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10245",10245,3,2529,34,0,20000,6839,2590,35,1,30,1,11,1,1,430,628,5,40,1,305,687,5,25,5,2,200,2,125,1,1,5,0,3,1,1,5,0,3,5,5,1
"10246",10246,3,2355,34,0,25000,0,2590,31,1,32,5,2,1,1,680,158,1,45,1,0,0,0,30,5,3,250,3,150,1,1,1,1,3,1,1,1,4,3,7,6,1
"10247",10247,3,6563,34,0,39000,2000,2590,37,1,34,2,8,1,3,0,0,0,0,1,394,609,1,20,20,2,200,2,200,1,1,1,2,3,1,1,1,2,3,6,6,1
"10248",10248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10249",10249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10250",10250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10251",10251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10252",10252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10253",10253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10254",10254,3,2733,34,0,20000,1700,2590,29,1,29,2,6,1,2,430,69,5,40,1,284,607,5,50,5,3,150,4,120,1,1,5,0,3,1,1,5,0,3,4,5,1
"10255",10255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10256",10256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10257",10257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10258",10258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10259",10259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10260",10260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10261",10261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10262",10262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10263",10263,3,470,28,0,35300,0,2591,61,1,59,0,0,1,1,265,717,5,40,1,0,0,0,28,1,2,246,3,135,1,1,5,0,5,1,1,1,4,5,7,4,1
"10264",10264,3,1451,19,0,0,0,2591,32,1,0,0,0,4,7,0,0,0,0,2,0,0,0,0,15,3,175,0,0,0,0,0,0,0,1,1,1,1,5,6,0,2
"10265",10265,3,3432,31,0,0,32,2591,31,1,26,2,2,1,3,0,0,0,0,1,0,0,0,56,14,3,162,3,142,1,1,5,0,6,1,1,5,0,5,4,4,1
"10266",10266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10267",10267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10268",10268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10269",10269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10270",10270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10271",10271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10272",10272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10273",10273,3,3834,37,0,10000,7000,2591,29,1,28,2,5,1,3,822,17,1,40,1,0,0,0,56,11,4,143,1,170,1,1,5,0,5,1,1,5,0,5,5,5,1
"10274",10274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10275",10275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10276",10276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10277",10277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10278",10278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10279",10279,3,1546,9,0,325,0,2593,46,1,0,0,0,5,3,0,0,0,0,2,0,0,0,0,3,4,210,0,0,0,0,0,0,0,2,1,1,3,3,6,0,2
"10280",10280,3,2493,10,0,17835,0,2593,45,2,0,3,5,5,1,142,857,5,40,3,0,0,0,0,14,2,160,0,0,0,0,0,0,0,2,1,1,4,3,7,0,2
"10281",10281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10282",10282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10283",10283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10284",10284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10285",10285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10286",10286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10287",10287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10288",10288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10289",10289,3,2394,9,0,9729,0,2594,33,2,0,0,0,2,1,384,838,5,32,3,0,0,0,0,3,2,140,0,0,0,0,0,0,0,1,1,1,1,14,6,0,2
"10290",10290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10291",10291,3,3725,2,0,0,0,2596,79,2,0,0,0,3,6,0,0,0,0,3,0,0,0,0,14,4,134,0,0,0,0,0,0,0,1,3,5,0,5,3,0,2
"10292",10292,3,3487,45,0,0,0,2597,76,2,0,0,0,3,4,0,0,0,0,3,0,0,0,0,14,3,155,0,0,0,0,0,0,0,1,1,1,1,3,6,0,2
"10293",10293,3,6197,27,3,20000,0,2599,37,2,0,2,9,3,1,394,448,5,40,3,0,0,0,0,30,1,115,0,0,0,0,0,0,0,1,1,1,2,3,6,0,4
"10294",10294,3,1153,4,0,11000,8400,2599,31,1,27,0,0,1,1,86,877,5,50,1,394,878,5,20,10,1,150,2,110,1,1,1,4,9,1,1,1,5,9,8,7,1
"10295",10295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10296",10296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10297",10297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10298",10298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10299",10299,3,3878,4,0,0,0,2600,71,2,0,0,0,3,5,0,0,0,0,3,0,0,0,0,0,3,145,0,0,0,0,0,0,0,2,1,5,0,5,5,0,2
"10300",10300,3,5239,37,0,0,1000,2601,55,1,54,1,17,1,5,0,0,0,0,1,0,0,0,40,0,5,180,3,140,1,1,1,3,5,1,1,1,1,5,6,6,1
"10301",10301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10302",10302,3,4118,37,0,27800,12000,2601,32,1,32,2,1,1,1,622,147,5,40,1,144,857,5,20,4,2,210,3,105,1,1,1,5,5,1,1,1,4,5,7,8,1
"10303",10303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
